"s1","s2","s3","s4","s5","s6","method","em","matches"
2,4,6,5,3,1,"cart",1.65191733837128,15
5,6,4,1,2,3,"cart",1.39504945278168,14
2,4,1,6,5,3,"cart",1.49711382389069,8
3,2,1,4,5,6,"cart",1.56057322025299,2
5,4,6,2,3,1,"cart",1.6940438747406,21
2,1,3,4,5,6,"cart",1.38997995853424,9
4,6,3,5,2,1,"cart",1.37729358673096,14
2,4,1,5,3,6,"cart",1.80070638656616,11
3,2,1,6,4,5,"cart",1.77528715133667,4
5,3,1,4,6,2,"cart",1.39061689376831,7
3,5,4,6,1,2,"cart",1.30925250053406,12
2,3,6,1,5,4,"cart",1.72001850605011,8
6,4,3,1,5,2,"cart",1.46159696578979,9
4,2,1,5,3,6,"cart",1.51908671855927,11
2,1,5,3,6,4,"cart",1.54390943050385,17
4,3,2,6,5,1,"cart",1.3857741355896,11
4,2,5,6,1,3,"cart",1.55982875823975,7
2,1,3,4,5,6,"cart",1.35129833221436,7
1,5,3,2,4,6,"cart",1.63783192634583,11
5,4,1,2,3,6,"cart",1.4059362411499,10
3,1,4,2,5,6,"cart",1.41463541984558,4
3,1,5,4,2,6,"cart",1.64730954170227,7
6,1,2,3,4,5,"cart",1.66084825992584,13
4,3,5,6,1,2,"cart",1.78702640533447,9
3,2,4,5,6,1,"cart",1.38019347190857,8
1,4,3,6,5,2,"cart",1.46130919456482,13
1,3,6,4,2,5,"cart",1.35843908786774,4
3,2,1,4,6,5,"cart",1.35381007194519,5
6,2,1,4,3,5,"cart",1.83239710330963,19
4,2,6,3,5,1,"cart",1.3291152715683,10
4,3,1,5,6,2,"cart",1.42564904689789,16
3,2,5,1,4,6,"cart",1.94271957874298,6
1,6,2,3,5,4,"cart",1.53014326095581,13
3,2,1,6,5,4,"cart",1.53097379207611,3
3,6,1,4,5,2,"cart",1.44919729232788,5
5,3,4,2,1,6,"cart",1.28447473049164,10
5,3,6,2,1,4,"cart",1.49162101745605,6
5,1,6,2,3,4,"cart",1.52534437179565,20
1,3,5,6,4,2,"cart",1.39371931552887,5
1,3,2,4,5,6,"cart",1.31594252586365,10
1,2,6,4,5,3,"cart",1.90928113460541,14
4,6,5,1,3,2,"cart",1.60948932170868,6
2,1,5,3,4,6,"cart",1.64326274394989,13
3,4,2,6,5,1,"cart",1.36453998088837,5
5,4,1,6,2,3,"cart",1.50162768363953,12
1,2,4,5,3,6,"cart",1.73760724067688,20
4,2,1,3,6,5,"cart",1.60197818279266,11
5,6,3,1,4,2,"cart",1.43749678134918,17
6,5,1,4,3,2,"cart",1.4481965303421,16
5,1,3,4,6,2,"cart",1.41794216632843,5
3,1,2,5,6,4,"cart",1.64585435390472,9
2,4,3,6,5,1,"cart",1.37112700939178,7
1,3,5,4,6,2,"cart",1.69289124011993,7
3,6,1,4,2,5,"cart",1.31240367889404,6
4,5,2,3,6,1,"cart",1.7466756105423,13
3,1,2,6,4,5,"cart",1.66943979263306,4
3,5,2,6,1,4,"cart",1.58077132701874,8
1,4,3,2,5,6,"cart",1.53599429130554,8
4,5,2,1,6,3,"cart",1.25417160987854,13
2,3,1,4,6,5,"cart",1.76660168170929,14
1,6,3,4,5,2,"cart",1.40696227550507,20
2,6,5,3,4,1,"cart",1.63093221187592,15
6,1,3,5,2,4,"cart",1.35713362693787,12
3,6,1,2,4,5,"cart",1.70130348205566,5
5,6,3,2,1,4,"cart",1.42052710056305,23
6,1,2,3,5,4,"cart",1.76549899578094,16
5,3,2,6,1,4,"cart",1.86081910133362,13
6,3,5,2,1,4,"cart",1.33081257343292,12
3,5,4,2,1,6,"cart",1.4088351726532,6
1,2,3,4,5,6,"cart",1.75909078121185,11
3,1,4,2,6,5,"cart",1.55579435825348,6
1,4,6,5,3,2,"cart",1.37950086593628,18
4,2,3,1,6,5,"cart",1.44387626647949,10
6,3,1,2,5,4,"cart",1.47050964832306,9
2,3,1,6,4,5,"cart",1.33935010433197,9
4,3,5,2,6,1,"cart",1.47909927368164,11
2,1,5,4,6,3,"cart",1.61994743347168,9
5,6,1,4,3,2,"cart",1.99075961112976,9
1,3,6,5,2,4,"cart",1.57901275157928,5
5,6,3,4,2,1,"cart",1.33230793476105,16
2,3,5,1,4,6,"cart",1.53595948219299,7
3,6,5,1,4,2,"cart",1.50887262821198,7
3,6,4,2,5,1,"cart",1.57253229618073,6
3,4,2,5,1,6,"cart",1.3980952501297,9
2,4,5,3,1,6,"cart",1.81468081474304,13
3,2,4,1,6,5,"cart",1.62404561042786,7
1,6,3,2,4,5,"cart",1.62607300281525,11
5,3,6,4,1,2,"cart",1.44766414165497,10
3,4,5,2,1,6,"cart",1.35350966453552,7
6,3,4,5,2,1,"cart",1.6959480047226,7
1,6,2,4,5,3,"cart",1.70115745067596,18
6,3,4,5,1,2,"cart",1.79025781154633,11
1,3,2,5,4,6,"cart",1.34253072738647,7
2,1,5,4,6,3,"cart",1.51928055286407,10
5,3,6,4,2,1,"cart",1.43946397304535,8
6,4,3,1,2,5,"cart",1.57012665271759,8
1,3,6,5,4,2,"cart",1.92233633995056,5
1,2,6,3,5,4,"cart",1.48886132240295,12
2,5,3,6,4,1,"cart",1.79862809181213,17
2,5,4,1,3,6,"cart",1.51571655273438,10
4,6,1,2,5,3,"cart",1.84611082077026,10
2,3,5,4,1,6,"cart",1.63566756248474,6
6,4,2,3,1,5,"cart",1.57133114337921,10
6,5,1,3,2,4,"cart",1.4208722114563,11
2,5,6,3,1,4,"cart",1.45869755744934,13
4,1,5,6,2,3,"cart",1.52491748332977,14
5,6,2,1,3,4,"cart",1.54935014247894,10
3,5,4,2,1,6,"cart",1.30070638656616,4
6,2,4,5,3,1,"cart",1.35905301570892,15
2,3,5,4,6,1,"cart",1.69050681591034,8
5,4,2,1,3,6,"cart",1.35003089904785,18
3,5,6,2,1,4,"cart",1.55629622936249,6
2,5,6,1,3,4,"cart",1.40930104255676,11
1,4,5,6,3,2,"cart",1.4591064453125,15
6,5,3,1,2,4,"cart",1.46266186237335,12
4,5,6,3,2,1,"cart",1.9679673910141,16
6,3,4,2,5,1,"cart",1.70829081535339,10
4,5,1,3,2,6,"cart",1.76058971881866,17
1,3,2,5,6,4,"cart",1.8424996137619,7
4,2,6,1,3,5,"cart",1.5724401473999,9
1,4,2,5,6,3,"cart",1.36406552791595,10
6,5,3,2,1,4,"cart",1.7880562543869,14
5,2,1,3,6,4,"cart",1.96996569633484,12
5,3,2,1,4,6,"cart",1.74437212944031,6
1,4,5,2,3,6,"cart",1.43027186393738,13
2,4,6,1,5,3,"cart",2.18333172798157,14
4,2,3,5,6,1,"cart",1.48628759384155,13
6,2,5,3,4,1,"cart",1.31007409095764,21
1,5,4,3,6,2,"cart",1.3776148557663,14
5,2,1,4,6,3,"cart",1.35852813720703,10
6,5,1,2,4,3,"cart",1.60220694541931,15
5,3,4,2,6,1,"cart",1.44292175769806,8
4,6,2,1,3,5,"cart",1.50561809539795,12
3,4,6,1,2,5,"cart",1.42315316200256,2
1,5,2,3,6,4,"cart",1.83745741844177,8
1,4,5,2,3,6,"cart",1.40931630134583,8
5,2,6,1,4,3,"cart",1.86615467071533,15
6,1,3,4,5,2,"cart",1.54271018505096,16
3,2,1,5,4,6,"cart",1.67083621025085,4
2,5,1,4,6,3,"cart",1.2258927822113,14
5,3,2,1,4,6,"cart",1.44282615184784,8
1,3,5,2,6,4,"cart",1.67628705501556,3
5,4,2,6,3,1,"cart",1.41948044300079,11
2,3,4,5,1,6,"cart",1.45977687835693,10
3,5,1,4,2,6,"cart",1.60855877399445,7
5,3,1,2,6,4,"cart",1.61394691467285,10
4,6,5,3,1,2,"cart",1.77788436412811,12
1,5,6,4,2,3,"cart",1.56822514533997,8
1,6,4,3,2,5,"cart",1.34315073490143,15
4,2,1,6,3,5,"cart",1.51695466041565,14
5,2,4,1,3,6,"cart",1.32970309257507,18
5,3,1,4,2,6,"cart",1.32497990131378,3
3,1,6,4,5,2,"cart",1.50735938549042,7
4,5,3,6,2,1,"cart",1.2601078748703,14
4,5,3,6,1,2,"cart",1.71079444885254,12
1,6,5,2,4,3,"cart",1.80209577083588,17
3,5,2,6,4,1,"cart",1.58760511875153,7
5,2,6,3,1,4,"cart",1.49786102771759,14
5,4,1,2,6,3,"cart",1.70878410339355,12
2,5,6,3,1,4,"cart",1.45307898521423,22
5,4,6,1,3,2,"cart",1.59914457798004,13
1,2,4,6,3,5,"cart",1.41407120227814,12
5,1,2,6,3,4,"cart",1.82952105998993,10
3,4,1,2,6,5,"cart",1.63458395004272,7
2,4,1,3,5,6,"cart",1.74299907684326,6
4,3,5,2,1,6,"cart",1.3397536277771,11
3,4,1,6,2,5,"cart",1.30620884895325,10
1,4,5,2,6,3,"cart",1.27112817764282,16
5,1,6,2,4,3,"cart",1.76925039291382,18
4,3,5,1,6,2,"cart",1.43989324569702,10
1,6,5,2,3,4,"cart",1.51608288288116,18
1,3,4,5,2,6,"cart",1.31458055973053,7
2,3,6,4,1,5,"cart",1.54507946968079,4
5,2,3,6,1,4,"cart",1.69339966773987,14
5,6,3,4,2,1,"cart",1.49569618701935,20
6,4,1,2,3,5,"cart",1.62936866283417,12
4,3,2,6,1,5,"cart",1.67635762691498,6
6,5,2,3,4,1,"cart",1.66156673431396,12
6,2,5,1,3,4,"cart",1.66872012615204,14
6,5,4,1,2,3,"cart",1.37040412425995,11
3,1,6,4,2,5,"cart",1.60573291778564,3
4,6,2,1,3,5,"cart",1.60304975509644,11
2,5,4,3,6,1,"cart",1.42623269557953,13
2,6,1,5,4,3,"cart",1.40605211257935,13
6,2,5,3,1,4,"cart",1.44466161727905,14
3,1,2,6,4,5,"cart",1.55284070968628,6
6,3,5,2,1,4,"cart",1.50339901447296,12
2,3,4,6,1,5,"cart",1.28298544883728,7
2,5,1,3,4,6,"cart",1.3291529417038,10
2,3,5,1,6,4,"cart",1.72570633888245,9
3,1,5,2,4,6,"cart",1.25532114505768,7
5,3,6,2,4,1,"cart",1.59460341930389,11
1,4,3,5,6,2,"cart",1.58275485038757,13
6,5,3,4,2,1,"cart",1.58012926578522,19
6,1,5,4,2,3,"cart",1.3995589017868,19
2,4,1,6,3,5,"cart",1.8024183511734,15
5,6,3,1,4,2,"cart",1.638667345047,15
2,6,1,5,4,3,"cart",1.65951645374298,5
3,4,2,1,5,6,"cart",1.72796952724457,9
3,1,4,6,5,2,"cart",1.60483133792877,6
2,4,3,5,6,1,"cart",1.34624195098877,15
6,2,3,5,4,1,"cart",1.52142131328583,23
5,2,4,6,3,1,"cart",1.65051555633545,10
6,3,2,5,4,1,"cart",1.80823445320129,11
2,6,3,4,5,1,"cart",1.28372037410736,21
6,3,4,2,1,5,"cart",1.81493008136749,7
6,1,5,4,3,2,"cart",1.47168111801147,14
4,1,2,6,5,3,"cart",2.02019286155701,5
3,1,4,5,2,6,"cart",1.4618136882782,5
1,5,3,4,2,6,"cart",1.69572710990906,11
6,5,4,2,3,1,"cart",1.49591732025146,17
2,4,6,5,3,1,"cart",1.34903252124786,9
4,6,1,3,5,2,"cart",1.70172727108002,12
5,1,3,2,4,6,"cart",1.51524233818054,17
6,5,1,4,2,3,"cart",1.49907457828522,7
4,1,3,2,5,6,"cart",1.6940803527832,5
6,3,2,4,5,1,"cart",1.59575068950653,6
6,4,2,1,5,3,"cart",1.36687862873077,15
5,1,4,6,2,3,"cart",1.36427128314972,15
2,5,3,4,6,1,"cart",1.52962362766266,7
5,6,1,3,2,4,"cart",1.85708868503571,13
6,5,4,2,3,1,"cart",1.3976001739502,13
1,6,3,2,5,4,"cart",1.59655833244324,17
4,6,2,3,1,5,"cart",1.45979583263397,13
6,4,5,2,3,1,"cart",1.60073292255402,13
5,6,1,4,3,2,"cart",1.32337832450867,15
5,1,2,3,6,4,"cart",1.73320364952087,12
4,3,1,6,5,2,"cart",1.89142501354218,15
4,6,5,3,1,2,"cart",1.35087907314301,15
2,4,5,6,1,3,"cart",1.38526904582977,7
1,5,4,3,2,6,"cart",1.3120049238205,11
5,3,6,2,4,1,"cart",1.58501553535461,8
6,4,1,5,3,2,"cart",1.6242949962616,18
3,6,2,1,5,4,"cart",1.43933439254761,9
3,6,2,4,1,5,"cart",1.86135303974152,1
5,4,3,1,2,6,"cart",1.47190964221954,18
4,5,1,6,2,3,"cart",2.05534553527832,12
6,5,1,3,4,2,"cart",1.40455365180969,11
1,5,2,6,4,3,"cart",1.49259316921234,10
1,3,5,2,6,4,"cart",1.47964251041412,6
2,3,4,6,5,1,"cart",1.29988765716553,8
6,1,5,2,3,4,"cart",1.49070370197296,11
1,5,4,6,3,2,"cart",1.38009631633759,17
1,2,3,4,5,6,"cart",1.48375082015991,5
2,5,4,6,1,3,"cart",1.24268567562103,15
4,1,6,3,2,5,"cart",1.53319191932678,17
5,1,6,4,3,2,"cart",1.3071551322937,10
5,2,1,3,4,6,"cart",1.62460947036743,13
3,4,6,1,2,5,"cart",1.55855977535248,3
6,5,2,3,4,1,"cart",1.60838294029236,12
3,4,2,1,6,5,"cart",1.30178642272949,4
3,1,6,4,5,2,"cart",1.31457090377808,5
5,1,2,3,4,6,"cart",1.62572717666626,16
5,2,1,4,6,3,"cart",1.4319589138031,15
2,1,4,3,5,6,"cart",1.39590084552765,12
3,4,5,1,6,2,"cart",1.66754722595215,6
6,5,3,2,1,4,"cart",1.65065896511078,15
6,5,3,1,2,4,"cart",1.51689016819,20
2,5,6,3,4,1,"cart",1.74731361865997,7
4,1,3,2,6,5,"cart",1.5921049118042,19
1,6,3,4,2,5,"cart",1.8477600812912,10
5,1,2,3,4,6,"cart",1.43825006484985,19
4,3,6,2,1,5,"cart",1.39081811904907,16
3,5,2,1,4,6,"cart",1.36479520797729,8
3,1,5,4,2,6,"cart",1.35534405708313,6
6,1,3,2,5,4,"cart",1.45735096931458,15
4,5,6,1,3,2,"cart",1.79871141910553,15
6,1,2,4,5,3,"cart",1.40982687473297,10
5,1,4,2,3,6,"cart",1.64479756355286,23
3,2,5,6,1,4,"cart",1.76615524291992,2
2,6,1,5,3,4,"cart",1.43624639511108,16
3,4,6,1,5,2,"cart",1.38714301586151,6
5,1,6,2,4,3,"cart",1.50130784511566,8
5,2,6,3,4,1,"cart",1.5090628862381,16
4,5,1,2,3,6,"cart",1.46083986759186,4
5,4,3,2,6,1,"cart",1.35310137271881,12
1,3,6,4,5,2,"cart",1.43950617313385,3
6,2,5,1,3,4,"cart",1.38343608379364,14
4,3,2,5,6,1,"cart",1.3500679731369,7
1,6,4,5,2,3,"cart",1.58625185489655,8
4,3,5,1,2,6,"cart",1.58963203430176,9
2,4,3,5,1,6,"cart",1.31602668762207,13
1,4,5,2,6,3,"cart",1.47928142547607,11
2,5,1,6,4,3,"cart",1.53930950164795,10
2,4,3,1,6,5,"cart",1.44395112991333,15
2,6,1,4,5,3,"cart",1.62991285324097,19
6,3,4,5,1,2,"cart",1.71596240997314,10
1,6,5,3,4,2,"cart",1.90852355957031,22
5,2,6,3,4,1,"cart",1.73317217826843,12
3,1,6,5,4,2,"cart",1.30709457397461,5
3,5,2,4,1,6,"cart",1.72641265392303,4
5,6,3,2,1,4,"cart",1.69423115253448,18
4,2,6,1,3,5,"cart",1.50642597675323,10
4,6,1,2,5,3,"cart",1.90538144111633,9
3,6,4,2,1,5,"cart",1.38130903244019,14
6,1,3,5,2,4,"cart",1.64502966403961,10
6,2,3,5,1,4,"cart",1.72808301448822,12
5,2,1,6,4,3,"cart",1.77643942832947,15
1,6,5,4,2,3,"cart",1.39012098312378,11
2,6,5,4,1,3,"cart",1.41330099105835,14
6,5,2,4,3,1,"cart",1.63759922981262,21
3,5,4,6,1,2,"cart",1.56762683391571,6
1,6,4,5,2,3,"cart",1.7448798418045,17
4,6,3,5,1,2,"cart",1.51914012432098,19
2,6,4,1,5,3,"cart",1.56087350845337,13
4,3,2,5,1,6,"cart",1.43719696998596,11
5,3,6,2,1,4,"cart",1.63245236873627,8
1,2,4,3,6,5,"cart",1.44467091560364,10
1,2,4,6,3,5,"cart",1.49255454540253,7
3,4,5,6,1,2,"cart",1.78140795230865,7
4,2,3,5,1,6,"cart",1.71583473682404,7
2,5,1,3,6,4,"cart",1.76887965202332,16
1,3,2,6,5,4,"cart",1.57704091072083,6
3,6,1,2,4,5,"cart",1.37117195129395,9
6,2,1,5,4,3,"cart",1.7384546995163,8
5,6,1,4,3,2,"cart",1.77328181266785,12
5,1,2,3,6,4,"cart",1.62593805789948,16
1,3,4,5,2,6,"cart",1.34128224849701,6
3,1,2,6,5,4,"cart",1.55389535427094,4
1,5,3,4,2,6,"cart",1.55466115474701,7
4,2,5,1,3,6,"cart",1.35921359062195,12
5,6,2,4,1,3,"cart",1.42800903320312,7
5,6,1,2,4,3,"cart",1.47434782981873,12
3,2,5,1,6,4,"cart",1.73430287837982,4
6,2,3,4,5,1,"cart",1.45332729816437,18
2,3,5,6,4,1,"cart",1.40664994716644,9
3,1,5,4,6,2,"cart",1.98271346092224,4
6,2,4,5,1,3,"cart",1.3831707239151,14
3,4,5,1,2,6,"cart",1.41219115257263,3
2,3,5,4,1,6,"cart",1.80383670330048,4
3,1,6,5,4,2,"cart",1.43930101394653,4
5,4,1,6,3,2,"cart",1.48602902889252,20
1,6,5,3,4,2,"cart",1.72109234333038,14
4,1,2,5,6,3,"cart",1.26990044116974,17
5,1,4,2,6,3,"cart",1.32633423805237,12
1,4,6,5,3,2,"cart",1.55233955383301,8
1,3,6,2,4,5,"cart",1.49526309967041,6
6,2,3,5,4,1,"cart",1.36994552612305,20
6,2,5,1,4,3,"cart",1.27743029594421,18
5,4,1,3,2,6,"cart",1.20806264877319,16
4,3,2,1,6,5,"cart",1.591104388237,17
4,5,6,2,3,1,"cart",1.61605262756348,12
5,4,2,3,6,1,"cart",1.31596148014069,14
6,5,4,3,1,2,"cart",1.57855999469757,14
4,2,6,5,1,3,"cart",1.65926277637482,7
6,4,3,2,1,5,"cart",1.47478878498077,20
3,4,1,6,5,2,"cart",1.62227630615234,6
5,1,2,4,6,3,"cart",1.2634083032608,7
5,4,3,1,2,6,"cart",1.44917833805084,15
3,6,2,4,5,1,"cart",1.79216647148132,8
5,2,4,1,6,3,"cart",1.81894958019257,17
1,3,2,5,6,4,"cart",1.63195741176605,8
6,5,2,4,1,3,"cart",1.36549615859985,20
6,1,4,2,5,3,"cart",1.38194537162781,20
4,6,2,1,3,5,"cart",1.44641482830048,11
2,6,3,5,1,4,"cart",1.41064929962158,8
4,5,1,2,6,3,"cart",1.50909769535065,12
3,4,5,1,2,6,"cart",1.28875970840454,3
1,3,4,6,5,2,"cart",2.06918716430664,5
5,2,1,3,6,4,"cart",1.37735950946808,11
6,2,4,3,1,5,"cart",1.91956698894501,11
1,4,6,5,2,3,"cart",1.31074392795563,9
1,4,6,2,5,3,"cart",1.54099345207214,8
3,1,4,5,6,2,"cart",1.58834314346313,3
4,1,2,3,6,5,"cart",1.37660229206085,9
5,1,3,2,6,4,"cart",1.57582342624664,9
5,1,3,6,4,2,"cart",1.65731465816498,18
6,3,4,1,5,2,"cart",1.46182930469513,10
5,3,4,6,1,2,"cart",1.47068238258362,12
4,3,1,6,5,2,"cart",1.58423209190369,9
2,6,3,5,1,4,"cart",1.3866411447525,12
4,1,3,5,6,2,"cart",1.4041895866394,13
2,1,3,4,6,5,"cart",1.70677673816681,12
2,4,6,3,1,5,"cart",1.40348839759827,13
4,5,3,2,1,6,"cart",1.42443001270294,9
2,1,3,4,6,5,"cart",1.5259416103363,8
4,5,2,6,3,1,"cart",1.66925954818726,10
5,1,3,6,2,4,"cart",1.79115533828735,17
3,4,5,2,6,1,"cart",1.53702771663666,11
4,1,6,5,3,2,"cart",1.83684694766998,15
2,1,3,5,4,6,"cart",1.4330906867981,7
6,4,5,3,1,2,"cart",1.45279562473297,13
2,5,4,3,1,6,"cart",1.300008893013,20
6,3,2,5,1,4,"cart",1.47426152229309,9
4,2,1,5,3,6,"cart",1.65976238250732,12
1,6,4,2,5,3,"cart",1.32154107093811,6
1,2,4,3,5,6,"cart",1.4106547832489,16
5,3,4,1,2,6,"cart",2.05877041816711,5
5,6,4,2,3,1,"cart",1.61087357997894,11
4,5,6,2,1,3,"cart",1.28875267505646,15
6,3,2,4,1,5,"cart",1.34004068374634,21
6,2,1,5,4,3,"cart",1.52722597122192,8
1,3,2,4,6,5,"cart",1.60014581680298,1
3,2,4,6,5,1,"cart",1.37763333320618,6
2,5,1,4,3,6,"cart",1.64164853096008,11
3,4,1,5,6,2,"cart",1.3707013130188,5
2,4,3,5,6,1,"cart",1.50416374206543,13
5,6,3,1,2,4,"cart",1.65096545219421,11
3,5,1,6,4,2,"cart",1.44989025592804,3
5,6,1,2,3,4,"cart",1.43945300579071,9
5,6,3,1,4,2,"cart",1.64660704135895,7
1,6,4,2,3,5,"cart",1.83755648136139,10
3,5,1,4,2,6,"cart",1.53239941596985,1
3,5,4,2,6,1,"cart",1.37743926048279,5
1,6,2,5,4,3,"cart",1.71802353858948,16
1,4,2,5,6,3,"cart",1.33210575580597,16
1,6,5,4,3,2,"cart",1.77239191532135,13
1,6,4,2,5,3,"cart",1.31413567066193,11
5,3,4,6,2,1,"cart",1.71132612228394,11
1,6,3,2,5,4,"cart",1.80710828304291,12
3,2,4,6,1,5,"cart",1.36253583431244,6
3,1,6,5,4,2,"cart",1.41286504268646,4
1,4,5,6,2,3,"cart",1.81002378463745,13
2,3,1,4,5,6,"cart",1.50219202041626,11
4,3,6,2,1,5,"cart",1.31337416172028,14
5,6,2,3,4,1,"cart",1.46125483512878,22
4,6,3,1,5,2,"cart",1.32723903656006,13
3,2,4,1,5,6,"cart",1.66994404792786,2
1,5,3,2,6,4,"cart",1.50433242321014,12
4,6,2,5,3,1,"cart",1.45103168487549,21
3,4,1,5,2,6,"cart",1.64519989490509,11
2,3,5,6,1,4,"cart",1.42516994476318,9
6,2,3,1,4,5,"cart",1.66603791713715,12
5,6,3,2,1,4,"cart",1.61563527584076,12
3,2,6,4,5,1,"cart",1.5285210609436,6
6,3,5,2,4,1,"cart",1.72746300697327,7
4,2,5,3,6,1,"cart",1.32710671424866,15
6,2,1,4,5,3,"cart",1.32293689250946,10
1,4,3,5,6,2,"cart",1.46465659141541,10
2,1,3,6,5,4,"cart",1.75220382213593,11
2,3,4,5,6,1,"cart",1.65666794776917,7
5,2,3,4,1,6,"cart",1.31944608688354,11
6,5,3,1,4,2,"cart",1.40414762496948,22
1,2,3,6,4,5,"cart",1.38215386867523,14
1,6,4,5,2,3,"cart",1.46559643745422,12
2,6,1,5,4,3,"cart",2.12997817993164,13
4,1,6,5,3,2,"cart",1.48787879943848,11
6,4,1,2,5,3,"cart",1.65707802772522,23
3,6,5,1,4,2,"cart",1.92656016349792,7
5,4,6,3,2,1,"cart",1.32054626941681,16
2,3,6,1,4,5,"cart",1.8712385892868,4
4,2,3,6,1,5,"cart",1.53488171100616,10
5,3,6,4,2,1,"cart",1.71381437778473,8
2,4,5,3,6,1,"cart",1.62884926795959,11
1,5,6,3,4,2,"cart",1.37274765968323,17
4,3,6,1,2,5,"cart",1.66279220581055,16
2,5,1,3,6,4,"cart",1.55140674114227,13
5,3,4,2,1,6,"cart",1.63967621326447,8
6,4,3,5,2,1,"cart",1.56038582324982,17
4,1,2,3,6,5,"cart",1.51466691493988,16
2,5,4,1,3,6,"cart",1.59291100502014,6
6,5,4,1,3,2,"cart",1.50761365890503,15
1,6,4,5,3,2,"cart",1.68526804447174,21
2,6,4,3,5,1,"cart",1.86616027355194,15
5,1,6,2,3,4,"cart",1.65794932842255,7
3,2,1,4,6,5,"cart",1.73672032356262,3
5,2,3,6,4,1,"cart",1.5831755399704,10
4,1,5,6,3,2,"cart",1.51641237735748,13
2,6,5,3,4,1,"cart",1.69991672039032,14
1,6,3,4,2,5,"cart",1.42608201503754,9
1,4,6,2,5,3,"cart",1.32535779476166,12
3,6,2,5,1,4,"cart",1.79596281051636,6
2,6,4,3,5,1,"cart",1.36454951763153,14
2,4,3,5,1,6,"cart",1.53589415550232,12
4,3,2,5,1,6,"cart",1.27524089813232,5
5,6,4,3,1,2,"cart",1.67957639694214,18
1,6,3,5,4,2,"cart",1.42348122596741,7
2,1,6,5,4,3,"cart",1.47718071937561,9
5,3,1,2,6,4,"cart",1.53873443603516,6
5,3,1,2,4,6,"cart",1.47132456302643,6
4,3,5,2,6,1,"cart",1.32754111289978,11
3,1,4,6,5,2,"cart",1.39674258232117,7
4,6,5,3,2,1,"cart",1.51587724685669,17
5,6,1,2,3,4,"cart",1.53547990322113,11
6,5,4,1,2,3,"cart",1.84645116329193,10
3,4,1,5,6,2,"cart",1.42792081832886,4
6,3,2,5,1,4,"cart",1.84234189987183,7
1,4,5,3,6,2,"cart",1.36791682243347,12
6,1,4,3,2,5,"cart",1.66960608959198,21
1,4,5,6,2,3,"cart",1.53257536888123,11
2,4,6,3,1,5,"cart",1.48416674137115,13
3,2,5,6,4,1,"cart",1.89757943153381,4
3,4,5,1,6,2,"cart",1.46007418632507,7
4,3,5,6,1,2,"cart",1.68986141681671,8
5,2,4,3,6,1,"cart",1.25961875915527,7
3,6,1,2,5,4,"cart",1.38971638679504,3
1,4,3,2,6,5,"cart",1.72011744976044,16
6,5,3,4,1,2,"cart",1.46432662010193,21
6,2,1,5,3,4,"cart",1.38285136222839,12
6,3,2,1,4,5,"cart",1.88657736778259,10
1,6,2,5,4,3,"cart",1.75189924240112,10
2,1,4,5,6,3,"cart",1.85053038597107,17
6,4,2,3,5,1,"cart",1.29959058761597,11
1,4,5,6,3,2,"cart",1.59031748771667,11
6,5,1,3,2,4,"cart",1.43411803245544,9
6,2,1,5,3,4,"cart",2.02706933021545,10
3,1,6,4,5,2,"cart",1.4358925819397,6
3,5,4,1,2,6,"cart",1.73073875904083,6
4,3,6,1,5,2,"cart",1.55369019508362,7
6,3,1,2,4,5,"cart",1.25485932826996,3
3,6,4,5,1,2,"cart",1.94179689884186,2
5,4,3,6,2,1,"cart",1.33664643764496,11
2,3,1,4,6,5,"cart",1.54338753223419,7
1,3,2,6,4,5,"cart",1.48735451698303,2
3,1,5,2,6,4,"cart",1.53563284873962,4
5,2,4,6,1,3,"cart",1.30173051357269,15
1,6,2,3,4,5,"cart",1.57861745357513,17
5,3,6,1,4,2,"cart",1.5677136182785,12
2,5,4,3,1,6,"cart",1.46722733974457,17
4,2,5,1,3,6,"cart",1.43593513965607,10
3,1,6,2,4,5,"cart",1.47921562194824,3
1,4,2,6,5,3,"cart",2.00003838539124,8
4,1,5,2,3,6,"cart",1.31605672836304,10
1,2,6,5,3,4,"cart",1.73361849784851,11
3,5,1,4,2,6,"cart",1.28745925426483,6
5,3,6,4,1,2,"cart",1.8563426733017,7
1,5,3,6,4,2,"cart",1.49114370346069,14
4,2,3,5,6,1,"cart",1.37753820419312,12
4,3,2,6,5,1,"cart",1.73171770572662,8
6,5,2,1,3,4,"cart",1.54787015914917,8
5,3,2,6,4,1,"cart",1.59519255161285,9
3,2,5,4,1,6,"cart",1.38851988315582,6
4,6,5,1,2,3,"cart",1.73214244842529,9
3,2,1,5,4,6,"cart",1.29682087898254,10
5,4,1,2,6,3,"cart",1.33594286441803,10
3,5,4,1,2,6,"cart",1.36725234985352,3
2,1,3,6,5,4,"cart",1.66871023178101,12
4,6,5,2,1,3,"cart",1.76872217655182,7
4,1,3,5,6,2,"cart",1.86577272415161,7
5,2,4,6,3,1,"cart",1.41356241703033,17
1,6,2,4,5,3,"cart",1.50220251083374,10
6,3,5,2,4,1,"cart",1.46160435676575,6
3,1,4,5,2,6,"cart",1.52758753299713,8
1,4,2,5,3,6,"cart",1.26758289337158,9
1,4,2,6,3,5,"cart",1.7312148809433,18
3,6,2,5,4,1,"cart",1.59034931659698,6
3,4,5,6,2,1,"cart",1.29115056991577,8
